text,date,rating,has_official_reply,reactions_total
Вживую очень красиво!,19 августа 2024,5,True,0
Зор универ,17 августа 2024,5,True,11
"Три года отучился в колледже нархоз, потом поступил в университет. Думал, дела тут будут лучше, но нет, всё также.

Обучают менеджменту, а самого менеджмента и не наблюдается! Пример: чтобы выдали расписание, мы ждали чуть ли не две недели, когда занятия уже начались. Мало этого, в одних из дней мы сидели до 23:00, чтобы с нас спросили логин и пароль от наших аккаунтов, и всё.
Держат как ёжиков в тумане, ставят информацию перед фактом.

Аппетит бухгалтерии растёт с каждым годом, закрывая глаза на то, что в договоре прописано, что не будет повышений, пока не повысится курс нац. банка (курс нац. банка не повысился - оплату за обучение повысили🤡).

Обратную связь с эдвайзером через корпоративную почту вы всё равно не организуете, вам придётся, так или иначе, ехать в университет с другого конца города - это в Ваших интересах!

То, что кампус красивый, это всё туфта.

Единственный огромный плюс - это супер чистые уборные, которые регулярно убираются благодаря техничкам!

И куча других ужасных не организационных моментов, которые вынесут Вам мозг, нервы, время, ресурсы и деньги. Ребята, не идите сюда учиться! Пожалеете! Летите заграницу! Или терпите и не жалейте свои нервные клетки и здоровье!",15 августа 2024,1,True,20
очень сожалею что сюда поступил,12 августа 2024,1,True,15
Лучший Вуз в Ате,9 августа 2024,5,True,4
Все супер!,8 августа 2024,5,True,1
Топ 10.......,8 августа 2024,5,True,3
Не оправдывает свои ожидание,3 августа 2024,1,False,27
нархоз лучший университет ❤️,2 августа 2024,5,True,2
Учусь тут и очень рада что не прогадала,30 июля 2024,5,True,2
Здравстввйте! После колледжа без ЕНТ на Компьютерную безопасность можно поступить?,26 июля 2024,5,True,1
"Вы достали со своей сиреной!
То она орет в 11-12 ночи, теперь в 7 утра!

Судя по комментариям, в вашем универе все настолько плохо, что мой предыдущий комментарий заблокировали 😂",25 июля 2024,1,True,28
университет топ,25 июля 2024,5,True,3
"Не думайте сюда поступать, за 4 года столько проблем повидал и все из-за неорганизованности университета.
Вы же должны понимать, что большинство ваших студентов из других городов РК, сообщать точные даты и обеспечивать по возможности жильем это в ваших же интересах. Ко всему прочему обновление сайтов, где оценки, задания, расписание просто выматывает из года в год. Каждый раз в начале семестра толпы студентов стоят около офиса эдвайзеров, что бы разобраться со своим расписанием и этот вопрос решается неделями. Поменяйте что нибудь в своей структуре или ничего не меняйте в инфраструктуре пожалуйста.
Эту огромную ""дыру"" спасают только преподаватели.
Анекдот:
у Университета Нархоз спросили когда она была основана
ответ убил:
-в ближайшее время точно скажем",25 июля 2024,1,True,35
"Отучившись в этом университете год, я каждый день жалела о своем выборе. Организации здесь практически нет: эдвайзеры и офис регистраторы не оказывают никакой помощи. В очередях приходится стоять по 5 часов, и в итоге не получаешь ничего. Ответственность постоянно перекладывается с одного человека на другого. Сайты часто не работают, зарегистрироваться на физкультуру практически невозможно. Тебе могут изменить расписание в любой момент по своему усмотрению. Администрация всегда занята и никогда не бывает на месте. Преподаватели навязывают свои взгляды, оскорбляют, переходят на личности и не принимают мнение студентов.

С первого курса требуют слишком многого: с первого дня обучения нужно делать презентации и разрабатывать проекты на Python, о которых я ничего не знаю. Как ученик, только что окончивший школу, может знать все это? Также они принимают только шаблоны, разработанные Нархозом, и не предоставляют никаких шаблонов сами. Вся креативность студентов сводится на нет, так как для них важны только советские стикеры и вставленные картинки. Из-за проблем с сайтом мне приходилось бегать по всему зданию, чтобы получить расписание. Работники всегда недовольны. Кроме того, они постоянно что-то требуют, угрожая недопуском.

Эти проблемы делают обучение здесь крайне сложным и неприятным.",25 июля 2024,1,False,21
"Когда уже будут условия для полноценного питания студентов? То открывают, то закрывают. А сейчас и вовсе сказали, что закрыли и не стоит ждать. Приходится питаться где-то на стороне и это бьет по карману студентов.
Прошу обратить внимание вышестоящие органы!!",24 июля 2024,1,True,3
качество обучения протестирую в этом году,23 июля 2024,1,True,9
"Преподаватель Аружан супер, хотел бы её номер попросить?",21 июля 2024,5,True,2
"Ужасный универ, с ужасными сотрудниками! Рада, что закончила этот ад, но никак не могу спокойно уйти с этой помойки. Предупреждают студентов в последний момент, зная что большинство студентов приезжие…Дату вручения сообщили за 1 неделю)))
Сейчас другой вопрос, надо пройти обходной лист, а сотрудников даже нет на месте лол) С ними здороваешься они как с не человеком с тобой обращаются. ПРОСТО ХУДШЕЕ ОТНОШЕНИЕ СОТРУДНИКОВ К СТУДЕНТАМ! Были истории с домогательствами также в этом вонючем университете. Про мед.пункт вообще молчу, врача постоянно нет на месте, мне больничный лист не могли закрыть 1 неделю. Стоишь в очереди 4 часа.

Если вам дороги ваши нервы, не поступайте. Делала узи в мае все было отлично с моим здоровьем. Сделала вчера, обнаружили кисту. Знаете что, как раз за то время когда мы готовились к сдаче дипломных работ. Выели с нас все с потрахами, как итог, вечный стресс и киста! Спасибо большое Университет Нархоз",20 июля 2024,1,False,30
"НЕ СОВЕТУЮ ПОСТУПАТЬ.
особенно не выбирайте внутренние гранты, не факт что у вас будет 4 года Gpa 3.5 это очень сложно даже не возможно
на счет Организации «отстой» , эдвайзеры никогда пальцем не пошевельнут, офис менеджеры сидят и обращаются с тобой будто твою работу делают, на отвали обращаются
всегда проблемы с платонусом

если будут вопросы с документами то вас 1045 раз по всему корпусу будут гонять!
вот такой был опыт за 4 месяцев обучения здесь искренне рада что ушла от сюда",18 июля 2024,1,True,21
Пороговый балл на it сколько?,17 июля 2024,3,True,0
Хожу в универ только ради буфета на 3 этаже,11 июля 2024,4,True,25
Мощный универ,10 июля 2024,5,True,4
"Если сегодня дорожка не поступит то я буду ночевать на улице возле Нархоза . Скажу честно мы Студенты уже устали что скоро скинем , скоро скинем . Скажите конкретно вот в этот день мы скинем деп чем тянуть время . Вот всем универам уже дорожку дали , а Нархоз все еще тянут . Давайте лучше сегодня скиньте дорожку чем писать отговорку . Тем более ечли сегодня скинете и вам и нам будет лучше",8 июля 2024,1,False,12
не советую поступать,7 июля 2024,1,False,21
"Не советую поступать сюда. Учат делать все по шаблону. Если чуть что сделаете по своему и по креативнее, это им не нравится и за это учителя оскорбляют и занижают оценки. Если отстаивать свое мнение учителя переходят на личности и оскорбляют, мол, какой ты недоразвитый и не понимаешь их критику. Хотя на самом деле это они не хотят даже слушать тебя и твое мнение. А сами требуют чтобы их мнение уважали. Мне так на дипломную работу поставили 50. Организация и администрация на нуле. Сами не информируют, но потом требуют. Приходится узнавать через знакомых. Пожалеете, не поступайте. Я даже потерял интерес к учебе. Гарантирую что пожалеете! Можно было бы поставить ноль, поставил бы.",7 июля 2024,1,False,31
"Эу Дорожка қашан түседі ҚАРНЫМ АШ , АШПЫН МЕН. Қатты аш",6 июля 2024,1,True,10
"Поступаю на магистра, спасибо Ернару красавчик консультант!",5 июля 2024,5,True,1
"Многие университеты в Казахстане сосредоточены больше на финансовой выгоде, чем на образовательной миссии. В современных условиях некоторые учебные заведения могут ставить прибыль и экономические интересы на первое место, что может повлиять на качество образования и доступность для студентов.

Однако, стоит учитывать, что университеты всё же выполняют важную образовательную функцию и предоставляют возможности для научных исследований и личностного роста студентов. Но про Нархоз я лично этого сказать не могу. Я отчисляюсь🤝🏻",5 июля 2024,1,True,22
"Қазақстанда орналасып, қазақ тілде оқу беруді бастартқандарын қандай масқара!",5 июля 2024,1,True,17
"Абсолютно неорганизованный университет, вечно какие-то проблемы с регистрацией к дисциплинам, да еще и платформа у эдвайзеров не работает из-за чего они не могут ответить ни на 1 вопрос внятно и точно. бегать за ними приходится постоянно чтобы решить проблему, они вечно кормят завтраками - «приходите завтра, решим» уже нервов не хватает постоянно это слушать. ребята, лучше не учиться вообще, чем учиться в этом университете, вы мало того что тратите столько нервов и сил на учебу, так еще и в придачу проблемы, которые ты решаешь неделями, каждый день приезжая и не получая ответы на свои четко поставленные вопросы. за что эдвайзеры, бухгалтеры и офис регистраторов получают ЗП непонятно, если ничего не знают, абсолютно не понятно за что мы платим деньги. не ведитесь на красивое здание университета - внутри полный хаос.",3 июля 2024,1,True,66
"Отвратительный университет,перед поступлением все заведомо говорят о том что связываться с ними себе дороже. Контактные номера не работают,в мессенджерах отвечают раз в день дай бог(даже если ответили им моментально). Изменения условий нигде не указывают,как поступать к вам в таком случае ?)?)?) Отпугивают абитуриентов с первой секунды 😃👍🏻",3 июля 2024,1,True,19
"очень разочарован этому универу полный отстойный персоналы и учителя, не делают свои работы так как обещают. я обучался в этом году на первом курсе и отчислился написал заявление об возврате депозита которые мы внесли в начале учебного года сказали тогда что в течений месяца мне отправят деньги по банковскому счету. Сейчас уже прошло полтора месяца а деньги мне все еще не вернули. Звоню на все номера не отвечают, пишу в ватсап или в почту нету обратной связи. Обратился по этому поводу к бухгалтеру и написал ей на почту что такие проблемы и не вернули депозит, а она говорит «ОЙ ЗАБЫЛИ подождите, завтра отправим» уже неделя прошла а теперь не отвечает. ладно я молчу о том как вы обучаете и как вы всех студентов оставляете в летках или на перекурсах что бы побольше получить деньги, не универ а полный бизнес , а теперь деньги мои не хотят обратно отдавать. не только я попал в такую ситуацию есть еще знакомые которые еще не получили свои деньги, ЛЮДИ КОТОРЫЕ ПОСТРАДАЛИ ОТ ЭТОГО УНИВЕРА ОТЗОВИТЕСЬ И ДАВАЙТЕ ВСЕ ВМЕСТЕ ОТПРАВИМ ЖАЛОБУ В ОРГАНАМ ИЛИ ВЫСВЕТИМ ВСЕ ЭТО В НОВОСТЯХ!!!",2 июля 2024,1,True,38
"Болашақ түлектер өмірден екі нәрседен қателеспеңдер
1) универ таңдаудан - Нархоз
2)балдарың аз болып шанс жоқ болсада НАРХОЗҒА ЖОЛАМАҢДАР, сол ақшаны лучше платкаға түсіп жақсы оқу орнын таңдағандарыңыз абзалырақ, осы НАРХОЗда оқысаңдар ақшаның …
3)Кампусқа қызығып керек емес, білім жағын ойлаңыздар

Нархозда ешқайсысы дұрыс жұмыс жасамайды, отырады өмірге недовольный болып, Нархоздан шыгуыда акшасын кайтаруда проблема.

Нархоз = Қора",2 июля 2024,1,True,29
"Этот университет скорее напоминает шарагу.
Организация просто ужасная. Для всех студентов
не хватает мест, из-за чего многие остаются на
летнее обучение по вине самого университета.
Экзамены проводятся в полном беспорядке:
первый экзамен допускает, второй нет, третий
снова допускает. Если вы думаете поступать
сюда, подумайте тысячу раз. В целом отстой
Дно полнейшая!",28 июня 2024,1,False,19
Зам гум школы не появляется у же два дня то ее нет на месте в рабочее время то она всех выгоняет и уходит то она ест как обычно и не зайти не решить проблемы с регистрацией прошу предпринять что то.,27 июня 2024,1,False,18
"Из плюсов замечательный кампус, качественное обучение, хорошие преподаватели. Из минусов слишком много ШЦТшников, они дикие и воняют. Так что если вы будущий айтишник, то не поступайте сюда",27 июня 2024,5,False,9
Самая сильная команда по чирлидингу и тренер у них был классный,26 июня 2024,5,True,3
"Начнём с основ - пирамида Маслоу. Любой студент о ней слышал, но уважаемое руководство университета, кажется нет, а может просто считает её вредной и устаревшей теорией. О каком качестве, рейтингах, перспективах, устойчивом развитии, (которым кичатся на каждом шагу (видимо, больше нечем гордиться) может идти речь, когда в аудиториях нет вентиляции, кондиционеры есть у привилигированных самых людей, а мы студенты должны задыхаться осенью, весной и летом? Я уж молчу про слышимость - её просто нет!
Хочется о многом ещё сказать - но достаточно прочитать комментарии ниже - всё и так ясно. Рейтинги, как и хвалебные комментарии - просто нарисованы!",26 июня 2024,1,False,18
ужасный универ,26 июня 2024,1,True,18
"Ана тілінен бастартқан универді жабу керек!
Қазақ тілі ең бірінші орында болу керек!",26 июня 2024,1,True,29
"Английский язык играет ключевую роль в университете ( и Нархоз не единственный университет который дает обучение на Английском)
1. Международные стандарты образования: Ведущие экономические и управленческие программы преподаются на английском языке. Владение английским позволяет студентам Нархоза получать доступ к лучшим учебным материалам и научным публикациям.
2. Глобальные карьерные возможности: Английский язык является международным языком бизнеса. Студенты, владеющие английским, могут претендовать на позиции в международных компаниях и участвовать в глобальных проектах.
3. Академическая мобильность: Знание английского языка позволяет студентам Нархоза участвовать в программах обмена, стажировках и учебе за границей. Это расширяет их кругозор и повышает конкурентоспособность на рынке труда.
4. Научные исследования: Многие ведущие научные журналы и конференции проводят на английском языке. Для участия в международном научном сообществе и публикации своих исследований студенты и преподаватели должны владеть английским.
5. Информационные ресурсы: Большинство современных научных и профессиональных ресурсов, включая учебники, статьи и исследования, доступны на английском языке. Это особенно важно для студентов экономики и управления, которым необходимо быть в курсе последних тенденций и исследований.
Таким образом, английский язык является неотъемлемой частью образовательного процесса в Нархозе, способствуя академическому и профессиональному росту студентов. Более того, изучение собственного родного языка это ответственность каждого гражданина и университет ничем никому не обязан! С ранних лет нужно учить ребенка дома родному языку, чем перекладывать ответственность на учебные заведения. Так как мы живем в демократии каждый имеет право изучать и учиться на том языке на котором он хочет и выбрать вуз соответственно. Лично я учусь тут и ни капли не жалею что поступила.",26 июня 2024,5,True,6
"Ана тілімізге қиянат жасайтын, уривер болмау керек, жабылсын.",25 июня 2024,1,True,21
"ҚР Ата заңын бұзып, қазақ тілін қорлағаны үшін Нархоз университеті жабылсын",25 июня 2024,1,True,18
Казак тылын 1 ге кою керек негызы,25 июня 2024,1,True,19
"Нархоз университетінде 2 жыл қатарынан айти саласында қазақ тілінде оқимын. Не себепті ағылшын тілін талап ететіні түсінікті деп ойлаймын. Оқу барысында өзіміз интернет ресурстардан қосымша ақпарат іздегенде де ағылшынша шығады. Нархоз университеті студенттерді тек қана қазақ тілін ғана емес, сонымен қатар өзге тілдерді оқыту арқылы халықаралық аренаға шығуға өз септігін тигізуде.

Осы жылы түскен бірінші курс студенттеріне 2 курс толыққанды ағылшын тілінде жүргізілетіні туралы және ағылшын деңгейін ол уақытқа дейін көтеру керек екендігі ескертілген болатын, сол туралы қолхатты да толтырды. Алайда жылдың соңында ағылшын тілінің деңгейін көтере алмағандықтан, негативті пікір айтуда.

Нархоз университеті студенттерге барлық жағдайды жасап қойған. Кітапханада қосымша компьютерлер, қосымша ақпарат іздеу үшін көп кітаптар бар. Студенттер үшін қаншама мүмкіндіктер жасалған. Академиялық ұтқырлық арқылы шетелге саяхаттау, серіктес компанияларда тағылымдамадан өтіп, жалақы алу мүмкіндігі сияқты. Студенттерге тек қана сол мүмкіндікті дұрыс пайдалану қажет.

Негативті пікір айтатындар, тек қана сол берілген мүмкіндікті дұрыс пайдаланбағандар деп санаймын :)",25 июня 2024,5,True,16
"Прекрасное образование , хорошие преподаватели. Универ поддерживает своих студентов 🤍",25 июня 2024,5,True,2
"Сендер кімсіңдер біздің ана тілімізден бас тартатын? Байкот жасаңыздар, 1 жұлдыз ғана!!! Жабылсын нархоз!!!",25 июня 2024,1,True,21
"Информация не соответствует действительности! Регистрация студентов на летний семестр вызыввает много вопросов!!! Как всегда проблемы!!! Выбора тоже нет!!! Просим разобраться в данной ситуации! Про академическую свободу и право выбора это просто разговоры, выбрали предмет на русском языке, но учимся в казахском отделении, в грубой форме нас поставили на место, у нас нет выбора!!!! У нас нет академической свободы!!!!",24 июня 2024,1,True,22
"Не советую сюда поступать если хотите сохранить свои нервные клетки. Просто ужасное отношение к студентам. Из-за не образованности и ошибки эдвайзера меня отчислили. Думала ладно заново на восстановление подам заявление, хожу уже год, АДМИНИСТРАТОРЫ, ЭДВАЙЗЕРЫ, КОЛЛ ЦЕНТР, УЭЛКОМ, ХЕЛП НИКТО ТОЛКОМ НЕ ДАЕТ ТОЧНЫЙ ОТВЕТ. ИЗ ЗА ВАС Я ОСТАЛАСЬ БЕЗ ГРАНТА! Хожу с зимы до сих пор не могут сказать когда можно будет падать заявку. До сих пор ходят, отвечают раз в неделю и то если настроение у них будет. Что за не ответственность и что за не уважение к студентам. Вообще очень сильно жалею что я поступила сюда(",24 июня 2024,1,False,18
"Недавно прочла статью и ужаснулась, оказывается есть кафедры которые официально отказались от оказания услуг на государственном языке, отказались от казахского языка. Это позор такому ВУЗу который раньше был нормальным, а сейчас опустился до токого убогого состояние, что не могут оказать элементарные услуги на государственном языке. Вы находитесь на территории Казахстана, если вы не будете относиться с уважением государственному языку, тогда и другие не будут вас уважать!",23 июня 2024,1,True,30
"Поступил в этот Университет и к счастью отчислился после 1 курса. Целый год потерял, никому не советую. Приехал один с Талдыкоргана, но общагу не предоставили) под предлогом, что нету мест, хотя друг тоже поступил, приехал тоже с Талдыкоргана и сказал, что в комнате у него 2 свободных места. В связи с жильем пришлось снимать квартиру и параллельно работать, чтобы оплачивать квартиру и впринципе чтобы существовать в Алмате, оплачивать учебу. В итоге учеба перешла на 2 план) Дорогие родители, если у вас есть ребенок, которому вы ищете универ, лучше отправьте его за границу с помощью компании. Казахское образование честно говоря не стоит тех денег, которые вы оплачиваете. Очень жалею, что сделал не правильный выбор🫠",22 июня 2024,1,True,25
"Начну я с неорганизованности, ибо это самое важная часть для любого вуза, чтобы студенты могли получать материал без проблем.

Но тут возникает проблема в том, что во время регистрации на дисциплины всё работает на перекосяк, и фактически некоторые студенты не могли зарегистрироваться только из-за того, что не осталось мест или же из-за малого количества преподавателей. И этим студентам вместо того, чтобы своевременно получить учебный материал, приходится учить их в следующем семестре, просто потому что не хватило кадров, что я считаю ни в коем случае неподобающим учитывая цену обучения (в среднем 3200$+). Если сравнивать Нархоз с таким же по цене обучения университетам в условной Австрией, будьте уверены что вы даже не захотите думать об этом университете.

Во вторую очередь я бы затронул непонятный академический календарь, который вроде бы и есть, но фактически от него пользы 0. Потому что дата пересдачи последних сессии были назначены впритык к регистрации нового семестра, и непонятно как тем студентам которые остались на летний семестр находить 300$+ за неделю или меньше. Имейте в виду, что официальная средняя ЗП в Казахстане ~600$.

В третью очередь, я хочу затронуть тему кадров, и абсолютную несправедливость связнную с тем, что старшие преподаватели не хотят разбираться что к чему, и закрывают глаза на то, что новые преподаватели валят студентов. На моих глазах таких ситуаций было 3 (спасибо Садық Аружан Қайратқызы), и что деканат, что старшие преподаватели не хотели разбираться в ситуации, связывая это тем, что мы сами не учились и мы не знаем материал.

Стал бы я поступать в этот универ если бы знал такие проблемы тут? Очевидно что нет, ибо что даст вам этот красивый и современный кампус, если качество образования никак не соответствует, и организованности со стороны администрации университета 0.

Будьте уверены, что Нархоз не дотягивает до того уровня, как о себе они заявляют в соц сетях.",21 июня 2024,1,True,42
"Дорогие будущие айтишники. Если вы хотите во время экзамена писать коды на листочках, то поступайте смело! Отличный универ для тех, кому не жалко своих денег и нервов.
Факультет шцт-Ад, если поступать то лучше в другой факультет",21 июня 2024,1,False,21
"никому не советую. кучу потраченных нервов на ненужные предметы. Приготовьтесь , что будете проходить один и тот же предмет , но с разными названиями по 3-4 раз каждый год. Проступала на туризм и никак не хотела связываться с математикой и цифрами , но тут только это и вдалбывают, по факту знаний по своей профессии получишь кое как на одном предмете 4го курса. Пусть это сообщение будет вам пищей для раздумий и вы передумаете сюда поступать. Минусов на самом деле ОЧЕНЬ много. Совмещать с работой и про личную жизнь забудьте. Дипломка сама по себе огромный стресс для студента , но нархоз хочет , чтобы студенты испытали его дважды. Поэтому на 3 курсе вы его тоже будете писать:)",20 июня 2024,1,True,57
"Университет является абсолютной пустыней организации, где система регистрации на дисциплины работает настолько ужасно, что это превращается в кошмар для студентов. Преподаватели, кажется, специально отбираются по принципу своей неспособности объяснить материал и сделать его интересным. Несправедливость и беспредел настолько распространены, что идти на занятия становится настоящим испытанием. Деканат, вероятно, забыл, что студенты - это их основной ресурс, потому что на их жалобы смотрят с полным пренебрежением. Я сожалею, что потратил время и то, что поступил в этот бесполезный университет.",19 июня 2024,1,False,29
"Спасибо этому прекрасному университету, за такие возможности, выбирать преподавателей, которые будут валить тебя, деканату которые кладут болт и закрывают глаза на проблемы студентов, вообще молчу о том что кентафарики деканата делают что хотят",19 июня 2024,1,True,23
Я 💖 своего бандита (лтта),18 июня 2024,5,False,13
"Не советую здесь учиться если ваше финансовое положение ниже среднего, будут большие проблемы с обучением если будут долги, а так нормальный университет, классный, заходил на день открытых дверей сегодня.",15 июня 2024,3,True,10
Добрый и отзывчивый персонал,11 июня 2024,5,True,2
"Этот университет скорее напоминает шарагу. Организация просто ужасная. Для всех студентов не хватает мест, из-за чего многие остаются на летнее обучение по вине самого университета. Экзамены проводятся в полном беспорядке: первый экзамен допускает, второй нет, третий снова допускает. Если вы думаете поступать сюда, подумайте тысячу раз. В целом отстой",10 июня 2024,1,False,33
"Құрметті ата-аналар , басымнан өткенмен бөлісіп отырмын . Ақылы бөлімге баларыңызды түсіруге асықпаңыздар . Ақшаларыңызды, және нервтеріңізді қоса алуы мүмкін.
Мұғалімдерді студенттер өздері таңдағанымен , жиі ауысады. Мысалы бір семестрде бірнеше мұғалім сабақ өтеді(жұмыстан жиі шығып кетіп жатады), және басқа универден жоғары курс студенттері береді(шағымданғым келген) . Сабақтар қиын , онсызда оқу үлгерімі озат емес балаңыздың бағасы мен түсінуіне кері әсер етеді. Сомен лето арқалап шығады. Еселеп шығынданасыз.
Летосын оқытып , басқа универге ауыстыру , проблема екен. Эдвайзерлер бір біріне жүгіртіп , нақты жауап бермейді.",10 июня 2024,1,True,17
"Не универ, а шарага. Организация на ужаснейшем уровне. Мест для всех учеников не хватает, по этой причине остаются на летнее обучение по вине самого университета. С экзаменами неразбериха, первый экзамен допуск, второй недопуск, третий допуск. Если рассматриваете данный университет, тысячу раз подумайте. За красивым кампусом скрывается отвратительная система.",10 июня 2024,1,True,17
"Прекрасный универ , преподаватели замечательные🥰
Ребята из приемной комиссии очень отзывчивые❤️
По поводу обучения:
Да тут трудно учиться, если вы намерены просто отучиться и получить диплом то так тут не получится, так как учеба достаточно трудная но оно того стоит. Преподаватели очень внимательные к студентам, подскажут помогут. Всегда отвечают на почту по любым вопросам( учусь на англ отделение) 🫶🏻
По поводу расписания:
Составляем расписание сами, конечно бывают траблы с временем, и в бывают нет выбора по дисциплине, но даже так не во всех универах есть возможность ставить свое расписание под себя, поэтому это как по мне плюс 🤭
В целом бывают свои минусы и плюсы, не всегда все идеально , но университет Нархоз дает кучу возможностей для комфортного обучения и работы 🫶🏻💓",4 июня 2024,5,False,8
"Менің подругам осында оқиды. Бір рет барып көрдім өте әдемі,жан-жақты дамыған университет. Бірақ орналасқан орны минус болып тұр",1 июня 2024,4,True,1
"шарага
телефон ешқашан алмайды
сайттарында тұрған ішкі номерлердың ешқайссы істемейді",31 мая 2024,1,True,8
